Imbalance settlement period (CET/CEST),+ Imbalance Price [EUR/MWh] - SCA|HR,- Imbalance Price [EUR/MWh] - SCA|HR,Currency,Status,Total Imbalance [MWh] - SCA|HR,Difference,Situation,Status
11.01.2023 21:00 - 11.01.2023 22:00,92.66,92.66,EUR,Final,38,6,Surplus,Final
11.01.2023 22:00 - 11.01.2023 23:00,90.02,90.02,EUR,Final,89,20,Surplus,Final
11.01.2023 23:00 - 12.01.2023 00:00,76.16,76.16,EUR,Final,18,-3,Surplus,Final
12.01.2023 00:00 - 12.01.2023 01:00,188.76,188.76,EUR,Final,13,-5,Deficit,Final
12.01.2023 01:00 - 12.01.2023 02:00,74.11,74.11,EUR,Final,17,5,Surplus,Final
12.01.2023 02:00 - 12.01.2023 03:00,143.51,143.51,EUR,Final,32,3,Deficit,Final
12.01.2023 03:00 - 12.01.2023 04:00,164.09,164.09,EUR,Final,32,4,Deficit,Final
12.01.2023 04:00 - 12.01.2023 05:00,150.21,150.21,EUR,Final,51,7,Deficit,Final
12.01.2023 05:00 - 12.01.2023 06:00,73.88,73.88,EUR,Final,53,-5,Surplus,Final
12.01.2023 06:00 - 12.01.2023 07:00,108.15,108.15,EUR,Final,54,3,Surplus,Final
12.01.2023 07:00 - 12.01.2023 08:00,115.22,115.22,EUR,Final,115,3,Surplus,Final
12.01.2023 08:00 - 12.01.2023 09:00,130.68,130.68,EUR,Final,174,3,Surplus,Final
12.01.2023 09:00 - 12.01.2023 10:00,121.06,121.06,EUR,Final,77,6,Surplus,Final
12.01.2023 10:00 - 12.01.2023 11:00,115.12,115.12,EUR,Final,34,-4,Surplus,Final
12.01.2023 11:00 - 12.01.2023 12:00,108.76,108.76,EUR,Final,131,33,Surplus,Final
12.01.2023 12:00 - 12.01.2023 13:00,113.45,113.45,EUR,Final,143,10,Surplus,Final
12.01.2023 13:00 - 12.01.2023 14:00,123.83,123.83,EUR,Final,137,1,Surplus,Final
12.01.2023 14:00 - 12.01.2023 15:00,127.07,127.07,EUR,Final,130,4,Surplus,Final
12.01.2023 15:00 - 12.01.2023 16:00,133.45,133.45,EUR,Final,164,-2,Surplus,Final
12.01.2023 16:00 - 12.01.2023 17:00,147.86,147.86,EUR,Final,110,-3,Surplus,Final
12.01.2023 17:00 - 12.01.2023 18:00,116.6,116.6,EUR,Final,111,12,Surplus,Final
12.01.2023 18:00 - 12.01.2023 19:00,112.46,112.46,EUR,Final,112,6,Surplus,Final
12.01.2023 19:00 - 12.01.2023 20:00,267.96,267.96,EUR,Final,4,1,Deficit,Final
12.01.2023 20:00 - 12.01.2023 21:00,276.21,276.21,EUR,Final,9,-2,Deficit,Final
12.01.2023 21:00 - 12.01.2023 22:00,233.97,233.97,EUR,Final,2,7,Deficit,Final
12.01.2023 22:00 - 12.01.2023 23:00,95.05,95.05,EUR,Final,42,4,Surplus,Final
12.01.2023 23:00 - 13.01.2023 00:00,92.25,92.25,EUR,Final,22,-3,Surplus,Final
13.01.2023 00:00 - 13.01.2023 01:00,67.66,67.66,EUR,Final,4,-1,Surplus,Final
13.01.2023 01:00 - 13.01.2023 02:00,60.64,60.64,EUR,Final,35,-2,Surplus,Final
13.01.2023 02:00 - 13.01.2023 03:00,56.65,56.65,EUR,Final,34,4,Surplus,Final
13.01.2023 03:00 - 13.01.2023 04:00,53.54,53.54,EUR,Final,27,-7,Surplus,Final
13.01.2023 04:00 - 13.01.2023 05:00,60.07,60.07,EUR,Final,6,0,Surplus,Final
13.01.2023 05:00 - 13.01.2023 06:00,78.16,78.16,EUR,Final,8,0,Surplus,Final
13.01.2023 06:00 - 13.01.2023 07:00,222.25,222.25,EUR,Final,80,-36,Deficit,Final
13.01.2023 07:00 - 13.01.2023 08:00,255.5,255.5,EUR,Final,21,4,Deficit,Final
13.01.2023 08:00 - 13.01.2023 09:00,274.97,274.97,EUR,Final,5,4,Deficit,Final
13.01.2023 09:00 - 13.01.2023 10:00,110.43,110.43,EUR,Final,52,5,Surplus,Final
13.01.2023 10:00 - 13.01.2023 11:00,96.68,96.68,EUR,Final,16,4,Surplus,Final
13.01.2023 11:00 - 13.01.2023 12:00,99.18,99.18,EUR,Final,53,3,Surplus,Final
13.01.2023 12:00 - 13.01.2023 13:00,99.04,99.04,EUR,Final,14,7,Surplus,Final
13.01.2023 13:00 - 13.01.2023 14:00,97.4,97.4,EUR,Final,4,5,Surplus,Final
13.01.2023 14:00 - 13.01.2023 15:00,225.78,225.78,EUR,Final,27,1,Deficit,Final
13.01.2023 15:00 - 13.01.2023 16:00,245.24,245.24,EUR,Final,33,-1,Deficit,Final
13.01.2023 16:00 - 13.01.2023 17:00,263.49,263.49,EUR,Final,73,-19,Deficit,Final
13.01.2023 17:00 - 13.01.2023 18:00,289.84,289.84,EUR,Final,4,8,Deficit,Final
13.01.2023 18:00 - 13.01.2023 19:00,126.46,126.46,EUR,Final,0,2,Balanced,Final
13.01.2023 19:00 - 13.01.2023 20:00,126.61,126.61,EUR,Final,3,3,Surplus,Final
13.01.2023 20:00 - 13.01.2023 21:00,263.31,263.31,EUR,Final,26,0,Deficit,Final
13.01.2023 21:00 - 13.01.2023 22:00,235.97,235.97,EUR,Final,28,-4,Deficit,Final
13.01.2023 22:00 - 13.01.2023 23:00,80.94,80.94,EUR,Final,7,2,Surplus,Final
13.01.2023 23:00 - 14.01.2023 00:00,153.08,153.08,EUR,Final,49,-12,Deficit,Final
14.01.2023 00:00 - 14.01.2023 01:00,197.33,197.33,EUR,Final,6,7,Surplus,Final
14.01.2023 01:00 - 14.01.2023 02:00,169.76,169.76,EUR,Final,28,-8,Deficit,Final
14.01.2023 02:00 - 14.01.2023 03:00,162.04,162.04,EUR,Final,49,2,Deficit,Final
14.01.2023 03:00 - 14.01.2023 04:00,112.21,112.21,EUR,Final,26,-2,Deficit,Final
14.01.2023 04:00 - 14.01.2023 05:00,43.11,43.11,EUR,Final,1,6,Surplus,Final
14.01.2023 05:00 - 14.01.2023 06:00,48.92,48.92,EUR,Final,8,4,Surplus,Final
14.01.2023 06:00 - 14.01.2023 07:00,61.41,61.41,EUR,Final,80,16,Surplus,Final
14.01.2023 07:00 - 14.01.2023 08:00,77.06,77.06,EUR,Final,103,4,Surplus,Final
14.01.2023 08:00 - 14.01.2023 09:00,86.72,86.72,EUR,Final,106,3,Surplus,Final
14.01.2023 09:00 - 14.01.2023 10:00,90.91,90.91,EUR,Final,28,0,Surplus,Final
14.01.2023 10:00 - 14.01.2023 11:00,76.65,76.65,EUR,Final,141,17,Surplus,Final
14.01.2023 11:00 - 14.01.2023 12:00,87.22,87.22,EUR,Final,131,4,Surplus,Final
14.01.2023 12:00 - 14.01.2023 13:00,91.8,91.8,EUR,Final,33,3,Surplus,Final
14.01.2023 13:00 - 14.01.2023 14:00,76.76,76.76,EUR,Final,12,6,Surplus,Final
14.01.2023 14:00 - 14.01.2023 15:00,87.04,87.04,EUR,Final,86,-3,Surplus,Final
14.01.2023 15:00 - 14.01.2023 16:00,112.49,112.49,EUR,Final,101,-2,Surplus,Final
14.01.2023 16:00 - 14.01.2023 17:00,155.42,155.42,EUR,Final,49,8,Surplus,Final
14.01.2023 17:00 - 14.01.2023 18:00,125.3,125.3,EUR,Final,34,-1,Surplus,Final
14.01.2023 18:00 - 14.01.2023 19:00,120.53,120.53,EUR,Final,22,-3,Surplus,Final
14.01.2023 19:00 - 14.01.2023 20:00,133.4,133.4,EUR,Final,22,-3,Surplus,Final
14.01.2023 20:00 - 14.01.2023 21:00,193.58,193.58,EUR,Final,32,-5,Deficit,Final
14.01.2023 21:00 - 14.01.2023 22:00,127.82,127.82,EUR,Final,44,0,Deficit,Final
14.01.2023 22:00 - 14.01.2023 23:00,152.63,152.63,EUR,Final,36,-5,Deficit,Final
14.01.2023 23:00 - 15.01.2023 00:00,117.88,117.88,EUR,Final,24,-7,Deficit,Final
15.01.2023 00:00 - 15.01.2023 01:00,14.09,14.09,EUR,Final,8,8,Surplus,Final
15.01.2023 01:00 - 15.01.2023 02:00,18.1,18.1,EUR,Final,14,1,Surplus,Final
15.01.2023 02:00 - 15.01.2023 03:00,11.17,11.17,EUR,Final,45,-1,Surplus,Final
15.01.2023 03:00 - 15.01.2023 04:00,4.09,4.09,EUR,Final,27,-4,Surplus,Final
15.01.2023 04:00 - 15.01.2023 05:00,2.88,2.88,EUR,Final,37,-6,Surplus,Final
15.01.2023 05:00 - 15.01.2023 06:00,2.87,2.87,EUR,Final,3,2,Surplus,Final
15.01.2023 06:00 - 15.01.2023 07:00,14.17,14.17,EUR,Final,53,-6,Deficit,Final
15.01.2023 07:00 - 15.01.2023 08:00,51.17,51.17,EUR,Final,28,-6,Deficit,Final
15.01.2023 08:00 - 15.01.2023 09:00,130.31,130.31,EUR,Final,52,-5,Deficit,Final
15.01.2023 09:00 - 15.01.2023 10:00,154.08,154.08,EUR,Final,37,3,Deficit,Final
15.01.2023 10:00 - 15.01.2023 11:00,171.89,171.89,EUR,Final,105,-11,Deficit,Final
15.01.2023 11:00 - 15.01.2023 12:00,183.64,183.64,EUR,Final,149,-23,Deficit,Final
15.01.2023 12:00 - 15.01.2023 13:00,166.44,166.44,EUR,Final,114,3,Deficit,Final
15.01.2023 13:00 - 15.01.2023 14:00,134.17,134.17,EUR,Final,114,-2,Deficit,Final
15.01.2023 14:00 - 15.01.2023 15:00,168.81,168.81,EUR,Final,13,9,Deficit,Final
15.01.2023 15:00 - 15.01.2023 16:00,86.42,86.42,EUR,Final,66,-4,Deficit,Final
15.01.2023 16:00 - 15.01.2023 17:00,252.08,252.08,EUR,Final,55,-5,Deficit,Final
15.01.2023 17:00 - 15.01.2023 18:00,106.2,106.2,EUR,Final,29,9,Surplus,Final
15.01.2023 18:00 - 15.01.2023 19:00,93.23,93.23,EUR,Final,16,-7,Deficit,Final
15.01.2023 19:00 - 15.01.2023 20:00,192.01,192.01,EUR,Final,49,-7,Deficit,Final
15.01.2023 20:00 - 15.01.2023 21:00,177.35,177.35,EUR,Final,49,-7,Deficit,Final
15.01.2023 21:00 - 15.01.2023 22:00,61.87,61.87,EUR,Final,31,11,Surplus,Final
15.01.2023 22:00 - 15.01.2023 23:00,68.08,68.08,EUR,Final,47,6,Surplus,Final
15.01.2023 23:00 - 16.01.2023 00:00,39.8,39.8,EUR,Final,34,5,Surplus,Final
16.01.2023 00:00 - 16.01.2023 01:00,36.01,36.01,EUR,Final,34,3,Surplus,Final
16.01.2023 01:00 - 16.01.2023 02:00,36.01,36.01,EUR,Final,22,0,Surplus,Final
16.01.2023 02:00 - 16.01.2023 03:00,37.63,37.63,EUR,Final,2,-5,Surplus,Final
16.01.2023 03:00 - 16.01.2023 04:00,33.66,33.66,EUR,Final,27,-8,Surplus,Final
16.01.2023 04:00 - 16.01.2023 05:00,88.62,88.62,EUR,Final,13,-7,Deficit,Final
16.01.2023 05:00 - 16.01.2023 06:00,52.2,52.2,EUR,Final,32,4,Surplus,Final
16.01.2023 06:00 - 16.01.2023 07:00,92.78,92.78,EUR,Final,60,-6,Surplus,Final
16.01.2023 07:00 - 16.01.2023 08:00,245.15,245.15,EUR,Final,27,-11,Deficit,Final
16.01.2023 08:00 - 16.01.2023 09:00,111.59,111.59,EUR,Final,10,-12,Surplus,Final
16.01.2023 09:00 - 16.01.2023 10:00,102,102,EUR,Final,120,-6,Surplus,Final
16.01.2023 10:00 - 16.01.2023 11:00,98.84,98.84,EUR,Final,33,-7,Surplus,Final
16.01.2023 11:00 - 16.01.2023 12:00,221.55,221.55,EUR,Final,64,-1,Deficit,Final
16.01.2023 12:00 - 16.01.2023 13:00,219.03,219.03,EUR,Final,20,1,Deficit,Final
16.01.2023 13:00 - 16.01.2023 14:00,221.83,221.83,EUR,Final,11,3,Deficit,Final
16.01.2023 14:00 - 16.01.2023 15:00,222.98,222.98,EUR,Final,118,-9,Deficit,Final
16.01.2023 15:00 - 16.01.2023 16:00,228.38,228.38,EUR,Final,112,-9,Deficit,Final
16.01.2023 16:00 - 16.01.2023 17:00,100.04,100.04,EUR,Final,19,-2,Deficit,Final
16.01.2023 17:00 - 16.01.2023 18:00,100.07,100.07,EUR,Final,40,8,Surplus,Final
16.01.2023 18:00 - 16.01.2023 19:00,104.23,104.23,EUR,Final,63,1,Surplus,Final
16.01.2023 19:00 - 16.01.2023 20:00,91.38,91.38,EUR,Final,28,6,Surplus,Final
16.01.2023 20:00 - 16.01.2023 21:00,190.26,190.26,EUR,Final,12,-5,Deficit,Final
16.01.2023 21:00 - 16.01.2023 22:00,77.35,77.35,EUR,Final,4,9,Surplus,Final
16.01.2023 22:00 - 16.01.2023 23:00,82.67,82.67,EUR,Final,9,1,Deficit,Final
16.01.2023 23:00 - 17.01.2023 00:00,2.74,2.74,EUR,Final,12,-8,Surplus,Final
17.01.2023 00:00 - 17.01.2023 01:00,60.04,60.04,EUR,Final,96,19,Surplus,Final
17.01.2023 01:00 - 17.01.2023 02:00,129.36,129.36,EUR,Final,0,-7,Balanced,Final
17.01.2023 02:00 - 17.01.2023 03:00,54.24,54.24,EUR,Final,58,-9,Deficit,Final
17.01.2023 03:00 - 17.01.2023 04:00,122.92,122.92,EUR,Final,46,-3,Deficit,Final
17.01.2023 04:00 - 17.01.2023 05:00,62.37,62.37,EUR,Final,90,16,Surplus,Final
17.01.2023 05:00 - 17.01.2023 06:00,76.02,76.02,EUR,Final,13,-22,Surplus,Final
17.01.2023 06:00 - 17.01.2023 07:00,79.93,79.93,EUR,Final,25,2,Surplus,Final
17.01.2023 07:00 - 17.01.2023 08:00,94.4,94.4,EUR,Final,4,4,Surplus,Final
17.01.2023 08:00 - 17.01.2023 09:00,241.26,241.26,EUR,Final,64,-15,Deficit,Final
17.01.2023 09:00 - 17.01.2023 10:00,226.42,226.42,EUR,Final,52,-9,Deficit,Final
17.01.2023 10:00 - 17.01.2023 11:00,87.17,87.17,EUR,Final,2,1,Surplus,Final
17.01.2023 11:00 - 17.01.2023 12:00,80.69,80.69,EUR,Final,8,1,Deficit,Final
17.01.2023 12:00 - 17.01.2023 13:00,79.07,79.07,EUR,Final,0,1,Balanced,Final
17.01.2023 13:00 - 17.01.2023 14:00,190.62,190.62,EUR,Final,58,-4,Deficit,Final
17.01.2023 14:00 - 17.01.2023 15:00,196.06,196.06,EUR,Final,101,-7,Deficit,Final
17.01.2023 15:00 - 17.01.2023 16:00,100.69,100.69,EUR,Final,50,-7,Surplus,Final
17.01.2023 16:00 - 17.01.2023 17:00,108.99,108.99,EUR,Final,51,-7,Surplus,Final
17.01.2023 17:00 - 17.01.2023 18:00,266,266,EUR,Final,57,-7,Deficit,Final
17.01.2023 18:00 - 17.01.2023 19:00,251.05,251.05,EUR,Final,115,-24,Deficit,Final
17.01.2023 19:00 - 17.01.2023 20:00,235.06,235.06,EUR,Final,241,-37,Deficit,Final
17.01.2023 20:00 - 17.01.2023 21:00,214.04,214.04,EUR,Final,232,-30,Deficit,Final
17.01.2023 21:00 - 17.01.2023 22:00,197.81,197.81,EUR,Final,173,4,Deficit,Final
17.01.2023 22:00 - 17.01.2023 23:00,189.75,189.75,EUR,Final,49,0,Deficit,Final
17.01.2023 23:00 - 18.01.2023 00:00,74.23,74.23,EUR,Final,107,2,Surplus,Final
18.01.2023 00:00 - 18.01.2023 01:00,0.69,0.69,EUR,Final,130,30,Surplus,Final
18.01.2023 01:00 - 18.01.2023 02:00,0.71,0.71,EUR,Final,155,26,Surplus,Final
18.01.2023 02:00 - 18.01.2023 03:00,-0.05,-0.05,EUR,Final,9,-9,Deficit,Final
18.01.2023 03:00 - 18.01.2023 04:00,-3.01,-3.01,EUR,Final,6,1,Deficit,Final
18.01.2023 04:00 - 18.01.2023 05:00,13.01,13.01,EUR,Final,86,-6,Deficit,Final
18.01.2023 05:00 - 18.01.2023 06:00,42.2,42.2,EUR,Final,105,-32,Deficit,Final
18.01.2023 06:00 - 18.01.2023 07:00,81.19,81.19,EUR,Final,2,-15,Surplus,Final
18.01.2023 07:00 - 18.01.2023 08:00,221.48,221.48,EUR,Final,99,-33,Deficit,Final
18.01.2023 08:00 - 18.01.2023 09:00,251.2,251.2,EUR,Final,76,-23,Deficit,Final
18.01.2023 09:00 - 18.01.2023 10:00,235.31,235.31,EUR,Final,91,-9,Deficit,Final
18.01.2023 10:00 - 18.01.2023 11:00,89.3,89.3,EUR,Final,37,2,Surplus,Final
18.01.2023 11:00 - 18.01.2023 12:00,86.14,86.14,EUR,Final,126,45,Surplus,Final
18.01.2023 12:00 - 18.01.2023 13:00,85.48,85.48,EUR,Final,151,20,Surplus,Final
18.01.2023 13:00 - 18.01.2023 14:00,94.44,94.44,EUR,Final,95,13,Surplus,Final
18.01.2023 14:00 - 18.01.2023 15:00,203.09,203.09,EUR,Final,107,-18,Deficit,Final
18.01.2023 15:00 - 18.01.2023 16:00,219.74,219.74,EUR,Final,63,18,Deficit,Final
18.01.2023 16:00 - 18.01.2023 17:00,96.54,96.54,EUR,Final,49,26,Surplus,Final
18.01.2023 17:00 - 18.01.2023 18:00,221.05,221.05,EUR,Final,88,12,Deficit,Final
18.01.2023 18:00 - 18.01.2023 19:00,213.04,213.04,EUR,Final,44,16,Deficit,Final
18.01.2023 19:00 - 18.01.2023 20:00,94.16,94.16,EUR,Final,28,22,Surplus,Final
18.01.2023 20:00 - 18.01.2023 21:00,84.44,84.44,EUR,Final,35,22,Surplus,Final
18.01.2023 21:00 - 18.01.2023 22:00,77.09,77.09,EUR,Final,38,24,Surplus,Final
18.01.2023 22:00 - 18.01.2023 23:00,65.17,65.17,EUR,Final,61,20,Surplus,Final
18.01.2023 23:00 - 19.01.2023 00:00,22.93,22.93,EUR,Final,113,37,Surplus,Final
19.01.2023 00:00 - 19.01.2023 01:00,21.18,21.18,EUR,Final,69,3,Deficit,Final
19.01.2023 01:00 - 19.01.2023 02:00,0.6,0.6,EUR,Final,68,18,Surplus,Final
19.01.2023 02:00 - 19.01.2023 03:00,-19.57,-19.57,EUR,Final,59,18,Surplus,Final
19.01.2023 03:00 - 19.01.2023 04:00,-14.98,-14.98,EUR,Final,38,13,Deficit,Final
19.01.2023 04:00 - 19.01.2023 05:00,4.32,4.32,EUR,Final,6,5,Surplus,Final
19.01.2023 05:00 - 19.01.2023 06:00,48.4,48.4,EUR,Final,45,-7,Deficit,Final
19.01.2023 06:00 - 19.01.2023 07:00,119.45,119.45,EUR,Final,6,-7,Deficit,Final
19.01.2023 07:00 - 19.01.2023 08:00,97.79,97.79,EUR,Final,14,19,Surplus,Final
19.01.2023 08:00 - 19.01.2023 09:00,225.66,225.66,EUR,Final,126,-27,Deficit,Final
19.01.2023 09:00 - 19.01.2023 10:00,197.75,197.75,EUR,Final,179,1,Deficit,Final
19.01.2023 10:00 - 19.01.2023 11:00,167.78,167.78,EUR,Final,331,-39,Deficit,Final
19.01.2023 11:00 - 19.01.2023 12:00,179.1,179.1,EUR,Final,310,-29,Deficit,Final
19.01.2023 12:00 - 19.01.2023 13:00,195.93,195.93,EUR,Final,184,18,Deficit,Final
19.01.2023 13:00 - 19.01.2023 14:00,155.15,155.15,EUR,Final,95,20,Deficit,Final
19.01.2023 14:00 - 19.01.2023 15:00,74.81,74.81,EUR,Final,19,21,Surplus,Final
19.01.2023 15:00 - 19.01.2023 16:00,224.08,224.08,EUR,Final,10,15,Deficit,Final
19.01.2023 16:00 - 19.01.2023 17:00,111.33,111.33,EUR,Final,62,18,Surplus,Final
19.01.2023 17:00 - 19.01.2023 18:00,273.11,273.11,EUR,Final,48,-6,Deficit,Final
19.01.2023 18:00 - 19.01.2023 19:00,261.39,261.39,EUR,Final,67,12,Deficit,Final
19.01.2023 19:00 - 19.01.2023 20:00,110.95,110.95,EUR,Final,36,21,Surplus,Final
19.01.2023 20:00 - 19.01.2023 21:00,96.2,96.2,EUR,Final,9,16,Surplus,Final
19.01.2023 21:00 - 19.01.2023 22:00,127.8,127.8,EUR,Final,85,-21,Deficit,Final
19.01.2023 22:00 - 19.01.2023 23:00,90.19,90.19,EUR,Final,79,9,Deficit,Final
19.01.2023 23:00 - 20.01.2023 00:00,66.37,66.37,EUR,Final,115,-27,Deficit,Final
20.01.2023 00:00 - 20.01.2023 01:00,102.41,102.41,EUR,Final,28,4,Deficit,Final
20.01.2023 01:00 - 20.01.2023 02:00,33.24,33.24,EUR,Final,63,7,Surplus,Final
20.01.2023 02:00 - 20.01.2023 03:00,0.01,0.01,EUR,Final,20,-3,Surplus,Final
20.01.2023 03:00 - 20.01.2023 04:00,-0.42,-0.42,EUR,Final,159,69,Surplus,Final
20.01.2023 04:00 - 20.01.2023 05:00,15.02,15.02,EUR,Final,85,19,Surplus,Final
20.01.2023 05:00 - 20.01.2023 06:00,44.59,44.59,EUR,Final,39,-1,Surplus,Final
20.01.2023 06:00 - 20.01.2023 07:00,90,90,EUR,Final,123,53,Surplus,Final
20.01.2023 07:00 - 20.01.2023 08:00,124.59,124.59,EUR,Final,55,21,Surplus,Final
20.01.2023 08:00 - 20.01.2023 09:00,140.42,140.42,EUR,Final,10,14,Surplus,Final
20.01.2023 09:00 - 20.01.2023 10:00,288.2,288.2,EUR,Final,11,15,Deficit,Final
20.01.2023 10:00 - 20.01.2023 11:00,265.26,265.26,EUR,Final,10,14,Deficit,Final
20.01.2023 11:00 - 20.01.2023 12:00,233.25,233.25,EUR,Final,16,18,Deficit,Final
20.01.2023 12:00 - 20.01.2023 13:00,104.81,104.81,EUR,Final,20,2,Surplus,Final
20.01.2023 13:00 - 20.01.2023 14:00,103.64,103.64,EUR,Final,54,3,Surplus,Final
20.01.2023 14:00 - 20.01.2023 15:00,103.34,103.34,EUR,Final,30,-4,Surplus,Final
20.01.2023 15:00 - 20.01.2023 16:00,115.2,115.2,EUR,Final,37,-4,Surplus,Final
20.01.2023 16:00 - 20.01.2023 17:00,120,120,EUR,Final,23,-2,Surplus,Final
20.01.2023 17:00 - 20.01.2023 18:00,291.51,291.51,EUR,Final,29,8,Deficit,Final
20.01.2023 18:00 - 20.01.2023 19:00,289.06,289.06,EUR,Final,15,-3,Deficit,Final
20.01.2023 19:00 - 20.01.2023 20:00,112.84,112.84,EUR,Final,43,4,Surplus,Final
20.01.2023 20:00 - 20.01.2023 21:00,85.18,85.18,EUR,Final,51,9,Surplus,Final
20.01.2023 21:00 - 20.01.2023 22:00,95.27,95.27,EUR,Final,8,1,Surplus,Final
20.01.2023 22:00 - 20.01.2023 23:00,64.48,64.48,EUR,Final,1,1,Surplus,Final
20.01.2023 23:00 - 21.01.2023 00:00,56.13,56.13,EUR,Final,158,-59,Deficit,Final
21.01.2023 00:00 - 21.01.2023 01:00,53.27,53.27,EUR,Final,142,-56,Deficit,Final
21.01.2023 01:00 - 21.01.2023 02:00,-0.01,-0.01,EUR,Final,16,1,Deficit,Final
21.01.2023 02:00 - 21.01.2023 03:00,-0.14,-0.14,EUR,Final,20,1,Surplus,Final
21.01.2023 03:00 - 21.01.2023 04:00,3.95,3.95,EUR,Final,17,-1,Deficit,Final
21.01.2023 04:00 - 21.01.2023 05:00,0,0,EUR,Final,54,0,Deficit,Final
21.01.2023 05:00 - 21.01.2023 06:00,1.4,1.4,EUR,Final,210,-13,Deficit,Final
21.01.2023 06:00 - 21.01.2023 07:00,6.9,6.9,EUR,Final,190,-32,Deficit,Final
21.01.2023 07:00 - 21.01.2023 08:00,60.87,60.87,EUR,Final,204,-39,Deficit,Final
21.01.2023 08:00 - 21.01.2023 09:00,173.52,173.52,EUR,Final,83,-2,Deficit,Final
21.01.2023 09:00 - 21.01.2023 10:00,222.51,222.51,EUR,Final,43,-5,Deficit,Final
21.01.2023 10:00 - 21.01.2023 11:00,171.26,171.26,EUR,Final,178,-51,Deficit,Final
21.01.2023 11:00 - 21.01.2023 12:00,163.56,163.56,EUR,Final,221,-32,Deficit,Final
21.01.2023 12:00 - 21.01.2023 13:00,202,202,EUR,Final,152,1,Deficit,Final
21.01.2023 13:00 - 21.01.2023 14:00,159.76,159.76,EUR,Final,124,0,Deficit,Final
21.01.2023 14:00 - 21.01.2023 15:00,124.94,124.94,EUR,Final,103,-11,Deficit,Final
21.01.2023 15:00 - 21.01.2023 16:00,176.72,176.72,EUR,Final,28,-6,Deficit,Final
21.01.2023 16:00 - 21.01.2023 17:00,86.53,86.53,EUR,Final,66,-4,Surplus,Final
21.01.2023 17:00 - 21.01.2023 18:00,104.35,104.35,EUR,Final,89,2,Surplus,Final
21.01.2023 18:00 - 21.01.2023 19:00,107.39,107.39,EUR,Final,9,-5,Surplus,Final
21.01.2023 19:00 - 21.01.2023 20:00,90.1,90.1,EUR,Final,5,-4,Surplus,Final
21.01.2023 20:00 - 21.01.2023 21:00,86.2,86.2,EUR,Final,12,-2,Surplus,Final
21.01.2023 21:00 - 21.01.2023 22:00,85.87,85.87,EUR,Final,165,-9,Deficit,Final
21.01.2023 22:00 - 21.01.2023 23:00,69.17,69.17,EUR,Final,228,-5,Deficit,Final
21.01.2023 23:00 - 22.01.2023 00:00,27.11,27.11,EUR,Final,231,-42,Deficit,Final
22.01.2023 00:00 - 22.01.2023 01:00,41.2,41.2,EUR,Final,178,-5,Deficit,Final
22.01.2023 01:00 - 22.01.2023 02:00,125.13,125.13,EUR,Final,60,1,Deficit,Final
22.01.2023 02:00 - 22.01.2023 03:00,131.02,131.02,EUR,Final,77,-7,Deficit,Final
22.01.2023 03:00 - 22.01.2023 04:00,84.86,84.86,EUR,Final,96,-8,Deficit,Final
22.01.2023 04:00 - 22.01.2023 05:00,45.49,45.49,EUR,Final,75,-7,Deficit,Final
22.01.2023 05:00 - 22.01.2023 06:00,138.7,138.7,EUR,Final,74,-3,Deficit,Final
22.01.2023 06:00 - 22.01.2023 07:00,50.92,50.92,EUR,Final,204,-1,Deficit,Final
22.01.2023 07:00 - 22.01.2023 08:00,6.65,6.65,EUR,Final,237,-18,Deficit,Final
22.01.2023 08:00 - 22.01.2023 09:00,58.68,58.68,EUR,Final,200,-11,Deficit,Final
22.01.2023 09:00 - 22.01.2023 10:00,104.04,104.04,EUR,Final,176,-47,Deficit,Final
22.01.2023 10:00 - 22.01.2023 11:00,119.44,119.44,EUR,Final,268,-66,Deficit,Final
22.01.2023 11:00 - 22.01.2023 12:00,133.13,133.13,EUR,Final,217,-39,Deficit,Final
22.01.2023 12:00 - 22.01.2023 13:00,150.41,150.41,EUR,Final,168,1,Deficit,Final
22.01.2023 13:00 - 22.01.2023 14:00,100.31,100.31,EUR,Final,123,-1,Deficit,Final
22.01.2023 14:00 - 22.01.2023 15:00,154.53,154.53,EUR,Final,84,-1,Deficit,Final
22.01.2023 15:00 - 22.01.2023 16:00,156,156,EUR,Final,118,-2,Deficit,Final
22.01.2023 16:00 - 22.01.2023 17:00,222.61,222.61,EUR,Final,27,-1,Deficit,Final
22.01.2023 17:00 - 22.01.2023 18:00,268.79,268.79,EUR,Final,0,6,Balanced,Final
22.01.2023 18:00 - 22.01.2023 19:00,279.45,279.45,EUR,Final,38,1,Deficit,Final
22.01.2023 19:00 - 22.01.2023 20:00,278.95,278.95,EUR,Final,28,1,Deficit,Final
22.01.2023 20:00 - 22.01.2023 21:00,109.41,109.41,EUR,Final,4,2,Surplus,Final
22.01.2023 21:00 - 22.01.2023 22:00,150.9,150.9,EUR,Final,126,-18,Deficit,Final
22.01.2023 22:00 - 22.01.2023 23:00,139.16,139.16,EUR,Final,62,5,Deficit,Final
22.01.2023 23:00 - 23.01.2023 00:00,119.57,119.57,EUR,Final,15,-7,Deficit,Final
23.01.2023 00:00 - 23.01.2023 01:00,81.08,81.08,EUR,Final,62,10,Surplus,Final
23.01.2023 01:00 - 23.01.2023 02:00,78.15,78.15,EUR,Final,17,-11,Surplus,Final
23.01.2023 02:00 - 23.01.2023 03:00,178.75,178.75,EUR,Final,16,-6,Deficit,Final
